Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,feature_1,feature_2,feature_3,feature_4
M,300.7,311.1,1608,35.3,167,0,93547.77,45.552407932011334,268536,5895.099999999999
L,300.7,311.1,2478,13.4,170,1,93547.77,184.92537313432834,421260,2278.0
L,300.8,311.1,1509,33.4,172,0,93578.88,45.17964071856288,259548,5744.8
L,300.7,311.0,1596,36.9,174,0,93517.7,43.2520325203252,277704,6420.599999999999
M,300.7,311.0,1740,25.6,176,0,93517.7,67.96875,306240,4505.6
L,300.6,310.8,1375,53.2,179,0,93426.48000000001,25.845864661654133,246125,9522.800000000001
M,300.6,310.7,1705,31.2,181,0,93396.42,54.6474358974359,308605,5647.2
M,300.5,310.6,1621,32.0,184,0,93335.3,50.65625,298264,5888.0
M,300.6,310.7,1566,38.2,187,0,93396.42,40.994764397905755,292842,7143.400000000001
M,300.6,310.7,1388,42.9,190,0,93396.42,32.354312354312356,263720,8151.0
M,300.6,310.7,1457,36.7,193,0,93396.42,39.70027247956403,281201,7083.1
M,300.6,310.6,1463,45.5,196,0,93366.36000000002,32.15384615384615,286748,8918.0
L,300.5,310.5,1564,38.2,199,0,93305.25,40.94240837696335,311236,7601.8
H,300.5,310.6,1411,47.2,201,0,93335.3,29.894067796610166,283611,9487.2
L,300.5,310.6,1540,46.7,206,0,93335.3,32.97644539614561,317240,9620.2
L,300.5,310.6,1950,20.3,208,0,93335.3,96.05911330049261,405600,4222.400000000001
M,300.6,310.7,1339,52.9,0,0,93396.42,25.311909262759926,0,0.0
H,300.6,310.6,1419,39.6,3,0,93366.36000000002,35.83333333333333,4257,118.80000000000001
L,300.5,310.6,1499,45.2,8,0,93335.3,33.16371681415929,11992,361.6
L,300.5,310.6,1368,49.6,10,0,93335.3,27.58064516129032,13680,496.0
L,300.5,310.5,1536,36.2,12,0,93305.25,42.430939226519335,18432,434.40000000000003
M,300.5,310.5,1469,42.9,14,0,93305.25,34.24242424242424,20566,600.6
L,300.5,310.5,2633,12.2,17,1,93305.25,215.81967213114754,44761,207.39999999999998
L,300.4,310.4,1298,61.4,19,0,93244.15999999999,21.140065146579804,24662,1166.6
M,300.4,310.4,1544,36.3,21,0,93244.15999999999,42.53443526170799,32424,762.3
H,300.5,310.5,1403,47.7,24,0,93305.25,29.41299790356394,33672,1144.8000000000002
L,300.5,310.5,1452,42.9,29,0,93305.25,33.84615384615385,42108,1244.1
L,300.6,310.5,1509,43.1,31,0,93336.3,35.011600928074245,46779,1336.1000000000001
M,300.7,310.6,1474,37.0,33,0,93397.42,39.83783783783784,48642,1221.0
M,300.7,310.7,1377,46.7,36,0,93427.48999999999,29.48608137044968,49572,1681.2
L,300.8,310.8,1741,27.1,39,0,93488.64000000001,64.24354243542435,67899,1056.9
L,300.8,310.8,1460,53.8,41,0,93488.64000000001,27.13754646840149,59860,2205.7999999999997
H,300.7,310.6,1631,32.6,43,0,93397.42,50.030674846625764,70133,1401.8
L,300.7,310.5,1561,33.2,48,0,93367.34999999999,47.01807228915662,74928,1593.6000000000001
M,300.7,310.6,1572,38.5,50,0,93397.42,40.83116883116883,78600,1925.0
L,300.6,310.6,2127,18.7,53,0,93366.36000000002,113.7433155080214,112731,991.0999999999999
H,300.6,310.6,1448,44.7,55,0,93366.36000000002,32.39373601789709,79640,2458.5
L,300.6,310.7,1543,39.6,60,0,93396.42,38.964646464646464,92580,2376.0
L,300.6,310.6,1508,34.8,62,0,93366.36000000002,43.333333333333336,93496,2157.6
M,300.6,310.6,1403,50.4,64,0,93366.36000000002,27.83730158730159,89792,3225.6
L,300.6,310.6,1454,39.7,67,0,93366.36000000002,36.62468513853904,97418,2659.9
L,300.7,310.8,1772,27.3,69,0,93457.56,64.9084249084249,122268,1883.7
L,300.7,310.8,1479,49.1,71,0,93457.56,30.122199592668025,105009,3486.1
L,300.7,310.9,1723,31.0,73,0,93487.62999999999,55.58064516129032,125779,2263.0
M,300.7,310.8,1469,46.4,75,0,93457.56,31.65948275862069,110175,3480.0
H,300.6,310.6,1830,26.2,78,0,93366.36000000002,69.8473282442748,142740,2043.6
L,300.6,310.6,1497,38.2,83,0,93366.36000000002,39.188481675392666,124251,3170.6000000000004
L,300.7,310.6,1540,52.7,85,0,93397.42,29.222011385199238,130900,4479.5
L,300.6,310.6,1514,39.5,87,0,93366.36000000002,38.32911392405063,131718,3436.5
L,300.7,310.6,1654,34.2,89,0,93397.42,48.3625730994152,147206,3043.8
H,300.6,310.5,1519,37.0,91,0,93336.3,41.054054054054056,138229,3367.0
L,300.7,310.6,1720,30.3,96,0,93397.42,56.76567656765676,165120,2908.8
L,300.6,310.5,1470,37.7,98,0,93336.3,38.9920424403183,144060,3694.6000000000004
L,300.6,310.5,1642,29.9,100,0,93336.3,54.91638795986622,164200,2990.0
M,300.7,310.6,2006,19.1,102,0,93397.42,105.0261780104712,204612,1948.2
M,300.7,310.6,1505,35.6,105,0,93397.42,42.2752808988764,158025,3738.0
M,300.7,310.6,1609,27.6,108,0,93397.42,58.29710144927536,173772,2980.8
M,300.7,310.5,1863,22.2,111,0,93367.34999999999,83.91891891891892,206793,2464.2
L,300.6,310.4,1401,42.6,114,0,93306.24,32.88732394366197,159714,4856.400000000001
L,300.6,310.4,2007,19.8,116,0,93306.24,101.36363636363636,232812,2296.8
L,300.6,310.4,1494,47.3,118,0,93306.24,31.585623678646936,176292,5581.4
L,300.6,310.4,1457,47.7,120,0,93306.24,30.545073375262053,174840,5724.0
L,300.6,310.4,1556,37.7,122,0,93306.24,41.273209549071616,189832,4599.400000000001
H,300.6,310.4,1510,42.8,124,0,93306.24,35.280373831775705,187240,5307.2
H,300.7,310.5,1567,38.7,129,0,93367.34999999999,40.490956072351416,202143,4992.3
H,300.7,310.5,1476,43.1,134,0,93367.34999999999,34.245939675174014,197784,5775.400000000001
L,300.8,310.6,1663,30.6,139,0,93428.48000000001,54.346405228758165,231157,4253.400000000001
M,300.8,310.5,1409,50.6,141,0,93398.40000000001,27.84584980237154,198669,7134.6
L,300.8,310.6,1666,36.2,144,0,93428.48000000001,46.02209944751381,239904,5212.8
L,300.7,310.6,1520,45.9,146,0,93397.42,33.11546840958606,221920,6701.4
L,300.6,310.5,1644,33.8,148,0,93336.3,48.639053254437876,243312,5002.4
H,300.6,310.4,1479,35.6,150,0,93306.24,41.54494382022472,221850,5340.0
L,300.6,310.4,1446,49.7,155,0,93306.24,29.09456740442656,224130,7703.5
M,300.6,310.4,1407,51.1,157,0,93306.24,27.534246575342465,220899,8022.7
L,300.7,310.4,1234,51.7,160,0,93337.27999999998,23.868471953578336,197440,8272.0
M,300.8,310.5,1696,29.7,162,0,93398.40000000001,57.10437710437711,274752,4811.4
L,300.8,310.6,1384,52.9,165,0,93428.48000000001,26.16257088846881,228360,8728.5
M,300.8,310.7,1572,36.2,167,0,93458.56,43.42541436464088,262524,6045.400000000001
M,300.8,310.7,1386,42.1,170,0,93458.56,32.92161520190024,235620,7157.0
L,300.8,310.7,1461,42.8,173,0,93458.56,34.13551401869159,252753,7404.4
L,300.8,310.7,1525,39.4,175,0,93458.56,38.70558375634518,266875,6895.0
L,300.7,310.7,1333,61.0,177,0,93427.48999999999,21.852459016393443,235941,10797.0
H,300.7,310.6,1505,40.6,179,0,93397.42,37.06896551724138,269395,7267.400000000001
M,300.7,310.6,1439,41.7,184,0,93397.42,34.5083932853717,264776,7672.8
L,300.7,310.6,1491,43.2,187,0,93397.42,34.513888888888886,278817,8078.400000000001
M,300.7,310.6,1488,39.2,189,0,93397.42,37.95918367346938,281232,7408.8
L,300.7,310.5,1536,47.4,192,0,93367.34999999999,32.40506329113924,294912,9100.8
L,300.7,310.5,1960,21.0,194,0,93367.34999999999,93.33333333333333,380240,4074.0
M,300.7,310.5,1594,31.0,196,0,93367.34999999999,51.41935483870968,312424,6076.0
L,300.7,310.5,1357,52.6,199,0,93367.34999999999,25.79847908745247,270043,10467.4
L,300.7,310.5,1445,41.1,201,0,93367.34999999999,35.15815085158151,290445,8261.1
L,300.7,310.4,1543,47.3,203,0,93337.27999999998,32.6215644820296,313229,9601.9
L,300.7,310.4,1366,52.6,205,0,93337.27999999998,25.96958174904943,280030,10783.0
L,300.7,310.3,1458,40.0,207,0,93307.21,36.45,301806,8280.0
L,300.7,310.4,1416,61.8,209,1,93337.27999999998,22.9126213592233,295944,12916.199999999999
L,300.6,310.3,1794,24.4,211,0,93276.18000000001,73.52459016393443,378534,5148.4
L,300.6,310.3,1484,41.0,213,0,93276.18000000001,36.19512195121951,316092,8733.0
L,300.6,310.4,2514,13.4,215,0,93306.24,187.61194029850745,540510,2881.0
L,300.6,310.3,1648,30.5,217,1,93276.18000000001,54.032786885245905,357616,6618.5
M,300.6,310.3,1614,32.7,0,0,93276.18000000001,49.35779816513761,0,0.0
L,300.6,310.2,1622,34.1,3,0,93246.12000000001,47.56598240469208,4866,102.30000000000001
M,300.6,310.2,1478,40.1,5,0,93246.12000000001,36.85785536159601,7390,200.5
L,300.6,310.2,1318,51.0,8,0,93246.12000000001,25.84313725490196,10544,408.0
L,300.7,310.2,1493,35.9,10,0,93277.14,41.58774373259053,14930,359.0
H,300.7,310.3,1369,50.7,12,0,93307.21,27.00197238658777,16428,608.4000000000001
L,300.6,310.2,1447,45.9,17,0,93246.12000000001,31.525054466230937,24599,780.3
L,300.6,310.1,1485,49.9,19,0,93216.06000000001,29.759519038076153,28215,948.1
L,300.6,310.2,1489,47.8,21,0,93246.12000000001,31.150627615062763,31269,1003.8
M,300.6,310.2,1233,52.3,23,0,93246.12000000001,23.575525812619503,28359,1202.8999999999999
L,300.7,310.2,1642,32.6,26,0,93277.14,50.3680981595092,42692,847.6
M,300.7,310.2,1373,44.1,28,0,93277.14,31.13378684807256,38444,1234.8
L,300.7,310.2,1569,32.8,31,0,93277.14,47.835365853658544,48639,1016.8
L,300.8,310.2,1850,22.8,33,0,93308.16,81.14035087719299,61050,752.4
M,300.8,310.3,1494,42.2,35,0,93338.24,35.40284360189573,52290,1477.0
H,300.8,310.3,1777,30.1,38,0,93338.24,59.03654485049834,67526,1143.8
L,300.9,310.4,1454,43.1,43,0,93399.35999999999,33.735498839907194,62522,1853.3
L,300.9,310.4,1536,34.2,45,0,93399.35999999999,44.91228070175438,69120,1539.0000000000002
L,300.8,310.5,1482,39.0,47,0,93398.40000000001,38.0,69654,1833.0
H,300.9,310.5,1512,41.2,49,0,93429.45,36.69902912621359,74088,2018.8000000000002
M,300.8,310.5,1511,35.8,54,0,93398.40000000001,42.20670391061453,81594,1933.1999999999998
L,300.9,310.5,1599,40.5,57,0,93429.45,39.48148148148148,91143,2308.5
M,300.8,310.4,1518,36.0,59,0,93368.31999999999,42.166666666666664,89562,2124.0
M,300.8,310.4,1450,39.4,62,0,93368.31999999999,36.80203045685279,89900,2442.7999999999997
L,300.9,310.4,1427,47.0,65,0,93399.35999999999,30.361702127659573,92755,3055.0
L,300.9,310.4,1561,32.7,67,0,93399.35999999999,47.73700305810397,104587,2190.9
H,300.9,310.4,1457,43.8,69,0,93399.35999999999,33.264840182648406,100533,3022.2
M,301.0,310.6,1460,53.6,74,0,93490.6,27.238805970149254,108040,3966.4
L,301.0,310.5,1601,33.2,77,0,93460.5,48.222891566265055,123277,2556.4
L,300.9,310.5,1570,40.1,79,0,93429.45,39.15211970074813,124030,3167.9
L,300.9,310.5,1565,35.9,81,0,93429.45,43.5933147632312,126765,2907.9
L,301.0,310.5,1378,44.4,83,0,93460.5,31.036036036036037,114374,3685.2
L,300.9,310.5,2288,16.1,85,0,93429.45,142.111801242236,194480,1368.5000000000002
M,300.9,310.4,1375,44.7,87,0,93399.35999999999,30.760626398210288,119625,3888.9
L,300.9,310.4,1788,27.8,90,0,93399.35999999999,64.31654676258992,160920,2502.0
M,300.9,310.4,1576,40.4,92,0,93399.35999999999,39.00990099009901,144992,3716.7999999999997
M,300.8,310.3,1868,24.5,95,0,93338.24,76.24489795918367,177460,2327.5
L,300.7,310.1,1261,56.6,98,0,93247.07,22.279151943462896,123578,5546.8
M,300.6,310.0,1542,33.9,100,0,93186.0,45.48672566371682,154200,3390.0
L,300.6,310.0,1438,53.8,103,0,93186.0,26.728624535315987,148114,5541.4
L,300.6,310.0,1511,36.9,105,0,93186.0,40.94850948509485,158655,3874.5
L,300.6,310.0,1635,31.0,107,0,93186.0,52.74193548387097,174945,3317.0
L,300.6,309.9,1428,48.8,109,0,93155.94,29.262295081967213,155652,5319.2
M,300.5,309.8,1410,44.4,111,0,93094.90000000001,31.756756756756758,156510,4928.4
L,300.5,309.9,1423,47.9,114,0,93124.95,29.707724425887267,162222,5460.599999999999
M,300.5,309.9,1552,41.3,116,0,93124.95,37.57869249394673,180032,4790.799999999999
M,300.5,310.0,1406,50.2,119,0,93155.0,28.007968127490038,167314,5973.8
L,300.5,309.9,1443,48.3,122,0,93124.95,29.87577639751553,176046,5892.599999999999
M,300.5,309.9,1343,63.7,124,0,93124.95,21.08320251177394,166532,7898.8
M,300.6,310.0,1486,41.2,127,0,93186.0,36.067961165048544,188722,5232.400000000001
L,300.6,310.1,1297,50.0,130,0,93216.06000000001,25.94,168610,6500.0
L,300.6,310.1,1495,42.3,132,0,93216.06000000001,35.34278959810875,197340,5583.599999999999
L,300.5,309.9,1382,46.5,134,0,93124.95,29.72043010752688,185188,6231.0
M,300.4,309.8,1356,44.4,136,0,93063.92,30.54054054054054,184416,6038.4
H,300.3,309.7,1452,41.5,139,0,93002.91,34.98795180722892,201828,5768.5
H,300.3,309.7,1582,30.8,144,0,93002.91,51.36363636363636,227808,4435.2
M,300.4,309.8,1517,40.3,149,0,93063.92,37.64267990074442,226033,6004.7
L,300.5,310.0,1413,44.5,152,0,93155.0,31.752808988764045,214776,6764.0
L,300.4,309.9,1496,31.8,154,0,93093.95999999999,47.0440251572327,230384,4897.2
L,300.3,309.8,1466,41.2,156,0,93032.94,35.582524271844655,228696,6427.200000000001
M,300.3,309.8,1617,40.8,158,0,93032.94,39.63235294117647,255486,6446.4
L,300.2,309.8,1506,41.8,161,0,93001.96,36.02870813397129,242466,6729.799999999999
L,300.2,309.8,1401,49.3,163,0,93001.96,28.417849898580123,228363,8035.9
H,300.2,309.9,1906,22.9,165,0,93031.98,83.23144104803494,314490,3778.4999999999995
L,300.2,309.9,1566,36.4,170,0,93031.98,43.02197802197802,266220,6188.0
L,300.2,310.0,1493,47.3,172,0,93062.0,31.56448202959831,256796,8135.599999999999
L,300.3,310.1,1483,39.9,174,0,93123.03000000001,37.16791979949875,258042,6942.599999999999
M,300.2,309.9,1569,31.2,176,0,93031.98,50.28846153846154,276144,5491.2
M,300.2,310.0,1664,30.7,179,0,93062.0,54.20195439739414,297856,5495.3
L,300.2,310.0,1486,40.1,182,0,93062.0,37.0573566084788,270452,7298.2
L,300.2,310.0,1389,53.6,184,0,93062.0,25.91417910447761,255576,9862.4
L,300.1,310.0,1511,41.7,186,0,93031.0,36.23501199040767,281046,7756.200000000001
M,300.2,310.1,1485,40.5,188,0,93092.02,36.666666666666664,279180,7614.0
L,300.2,310.2,1440,42.9,191,0,93122.04,33.56643356643357,275040,8193.9
L,300.2,310.2,1378,43.9,193,0,93122.04,31.389521640091118,265954,8472.699999999999
M,300.1,310.1,1501,39.3,195,0,93061.01000000001,38.19338422391858,292695,7663.499999999999
M,300.2,310.1,1474,44.0,198,0,93092.02,33.5,291852,8712.0
L,300.2,310.1,1392,47.9,201,0,93092.02,29.060542797494783,279792,9627.9
M,300.3,310.2,1429,44.7,203,0,93153.06,31.968680089485456,290087,9074.1
L,300.3,310.3,1362,60.3,206,1,93183.09000000001,22.587064676616915,280572,12421.8
L,300.3,310.3,1704,29.5,0,0,93183.09000000001,57.76271186440678,0,0.0
L,300.3,310.2,1492,52.3,2,0,93153.06,28.527724665391972,2984,104.6
M,300.3,310.2,1442,39.5,4,0,93153.06,36.50632911392405,5768,158.0
M,300.2,310.2,1438,51.5,7,0,93122.04,27.92233009708738,10066,360.5
M,300.1,310.1,1402,46.6,10,0,93061.01000000001,30.085836909871244,14020,466.0
L,300.1,310.1,1684,30.8,13,0,93061.01000000001,54.675324675324674,21892,400.40000000000003
L,300.2,310.2,1530,48.5,15,0,93122.04,31.54639175257732,22950,727.5
L,300.1,310.1,1569,43.5,17,0,93061.01000000001,36.06896551724138,26673,739.5
L,300.1,310.1,1650,31.6,19,0,93061.01000000001,52.21518987341772,31350,600.4
L,300.2,310.2,1415,49.6,21,0,93122.04,28.528225806451612,29715,1041.6000000000001
L,300.2,310.2,1600,31.5,23,0,93122.04,50.79365079365079,36800,724.5
L,300.2,310.1,1523,42.3,25,0,93092.02,36.00472813238771,38075,1057.5
M,300.2,310.2,1628,30.3,27,0,93122.04,53.729372937293725,43956,818.1
L,300.2,310.3,1331,52.1,30,0,93152.06,25.547024952015356,39930,1563.0
L,300.3,310.3,2158,16.8,32,0,93183.09000000001,128.45238095238093,69056,537.6
L,300.2,310.3,1445,50.9,34,0,93152.06,28.388998035363457,49130,1730.6
M,300.2,310.3,1593,36.1,36,0,93152.06,44.12742382271468,57348,1299.6000000000001
L,300.3,310.4,1672,29.2,39,0,93213.12,57.26027397260274,65208,1138.8
M,300.4,310.5,1644,31.4,41,0,93274.2,52.35668789808918,67404,1287.3999999999999
L,300.4,310.5,1402,54.3,44,0,93274.2,25.819521178637203,61688,2389.2
L,300.4,310.4,1286,56.8,46,0,93244.15999999999,22.640845070422536,59156,2612.7999999999997
L,300.4,310.4,1486,46.3,48,0,93244.15999999999,32.09503239740821,71328,2222.3999999999996
L,300.3,310.3,1345,46.3,50,0,93183.09000000001,29.04967602591793,67250,2315.0
L,300.3,310.3,1629,34.1,52,0,93183.09000000001,47.771260997067444,84708,1773.2
M,300.2,310.2,1429,43.8,54,0,93122.04,32.62557077625571,77166,2365.2
L,300.1,310.1,1306,64.7,57,0,93061.01000000001,20.185471406491498,74442,3687.9
L,300.1,310.1,1380,52.6,59,0,93061.01000000001,26.23574144486692,81420,3103.4
M,300.1,310.1,1443,49.3,61,0,93061.01000000001,29.269776876267752,88023,3007.2999999999997
H,300.1,310.1,1426,42.7,64,0,93061.01000000001,33.395784543325526,91264,2732.8
L,300.0,310.0,1486,41.8,69,0,93000.0,35.55023923444976,102534,2884.2
M,300.0,309.9,1530,34.5,71,0,92970.0,44.34782608695652,108630,2449.5
L,300.0,309.9,1507,41.4,74,0,92970.0,36.40096618357488,111518,3063.6
L,300.0,309.9,1608,33.4,76,0,92970.0,48.143712574850305,122208,2538.4
L,300.0,309.8,1474,40.6,78,0,92940.0,36.30541871921182,114972,3166.8
L,300.0,309.7,1326,61.9,80,0,92910.0,21.421647819063004,106080,4952.0
M,299.8,309.6,1434,48.0,82,0,92818.08000000002,29.875,117588,3936.0
L,299.8,309.6,1526,41.7,85,0,92818.08000000002,36.5947242206235,129710,3544.5000000000005
L,299.8,309.7,1483,39.6,87,0,92848.06,37.44949494949495,129021,3445.2000000000003
L,299.8,309.7,1457,51.9,89,0,92848.06,28.07321772639692,129673,4619.099999999999
M,299.7,309.6,1540,34.4,91,0,92787.12000000001,44.76744186046512,140140,3130.4
L,299.8,309.7,1707,29.1,94,0,92848.06,58.65979381443299,160458,2735.4
L,299.8,309.7,1624,34.2,96,0,92848.06,47.485380116959064,155904,3283.2000000000003
M,299.8,309.6,1331,50.2,98,0,92818.08000000002,26.51394422310757,130438,4919.6
L,299.8,309.7,1431,40.3,101,0,92848.06,35.50868486352358,144531,4070.2999999999997
M,299.8,309.7,1705,28.5,103,0,92848.06,59.824561403508774,175615,2935.5
M,299.8,309.8,1427,45.2,106,0,92878.04000000001,31.57079646017699,151262,4791.200000000001
M,299.9,309.8,1625,41.2,109,0,92909.01999999999,39.44174757281553,177125,4490.8
L,299.9,309.8,1477,47.7,112,0,92909.01999999999,30.964360587002094,165424,5342.400000000001
M,300.0,309.9,1651,28.1,114,0,92970.0,58.75444839857651,188214,3203.4
L,299.9,309.8,1716,28.2,117,0,92909.01999999999,60.851063829787236,200772,3299.4
H,299.9,309.8,1400,48.7,119,0,92909.01999999999,28.74743326488706,166600,5795.3
M,299.8,309.7,1556,37.7,124,0,92848.06,41.273209549071616,192944,4674.8
L,299.8,309.7,1429,42.6,127,0,92848.06,33.544600938967136,181483,5410.2
H,299.7,309.6,1433,49.6,129,0,92787.12000000001,28.891129032258064,184857,6398.400000000001
M,299.8,309.7,1320,61.7,134,0,92848.06,21.39384116693679,176880,8267.800000000001
L,299.8,309.6,1374,51.6,137,0,92818.08000000002,26.627906976744185,188238,7069.2
L,299.8,309.6,1598,31.0,139,0,92818.08000000002,51.54838709677419,222122,4309.0
M,299.8,309.7,1910,21.8,141,0,92848.06,87.61467889908256,269310,3073.8
L,299.7,309.6,1399,51.3,144,0,92787.12000000001,27.27095516569201,201456,7387.2
L,299.7,309.6,1720,27.1,146,0,92787.12000000001,63.46863468634686,251120,3956.6000000000004
H,299.8,309.7,1368,47.4,148,0,92848.06,28.860759493670887,202464,7015.2
L,299.8,309.8,1749,33.4,153,0,92878.04000000001,52.365269461077844,267597,5110.2
L,299.8,309.8,1542,39.4,155,0,92878.04000000001,39.13705583756345,239010,6107.0
L,299.8,309.9,1553,36.6,157,0,92908.01999999999,42.431693989071036,243821,5746.2
M,299.9,309.9,1639,42.1,159,0,92939.00999999998,38.93111638954869,260601,6693.900000000001
L,299.9,310.0,1447,45.9,162,0,92969.0,31.525054466230937,234414,7435.8
M,299.8,310.0,1397,48.1,164,0,92938.0,29.043659043659044,229108,7888.400000000001
L,299.8,310.0,1361,53.8,167,0,92938.0,25.29739776951673,227287,8984.6
M,299.8,310.0,1460,37.1,169,0,92938.0,39.35309973045822,246740,6269.900000000001
M,299.8,310.0,1632,33.7,172,0,92938.0,48.42729970326409,280704,5796.400000000001
L,299.8,310.0,1697,36.0,175,0,92938.0,47.138888888888886,296975,6300.0
L,299.8,310.1,1553,42.0,177,0,92967.98000000001,36.976190476190474,274881,7434.0
M,299.9,310.1,1362,56.3,179,0,92998.99,24.19182948490231,243798,10077.699999999999
M,299.9,310.0,1484,42.1,182,0,92969.0,35.24940617577197,270088,7662.2
H,299.9,310.1,1447,51.4,185,0,92998.99,28.151750972762645,267695,9509.0
M,300.0,310.2,1393,51.2,190,0,93060.0,27.20703125,264670,9728.0
L,300.0,310.2,1760,26.9,193,0,93060.0,65.4275092936803,339680,5191.7
L,300.0,310.1,1477,34.6,195,0,93030.0,42.6878612716763,288015,6747.0
L,299.9,310.1,1681,29.1,197,0,92998.99,57.76632302405498,331157,5732.700000000001
M,300.0,310.1,1314,53.5,199,0,93030.0,24.560747663551403,261486,10646.5
L,300.0,310.1,1762,28.0,202,0,93030.0,62.92857142857143,355924,5656.0
L,299.9,310.0,1402,44.7,204,0,92969.0,31.364653243847872,286008,9118.800000000001
M,300.1,310.2,1429,42.0,206,0,93091.02,34.023809523809526,294374,8652.0
M,300.2,310.3,1448,40.1,209,0,93152.06,36.109725685785534,302632,8380.9
H,300.2,310.4,1501,42.9,212,0,93182.07999999999,34.98834498834499,318212,9094.8
L,300.3,310.5,1522,39.1,217,0,93243.15000000001,38.925831202046034,330274,8484.7
L,300.3,310.4,1493,37.5,219,0,93213.12,39.81333333333333,326967,8212.5
M,300.2,310.3,1704,29.4,221,0,93152.06,57.95918367346939,376584,6497.4
H,300.2,310.3,1408,42.5,0,0,93152.06,33.129411764705885,0,0.0
L,300.2,310.4,1518,41.8,5,0,93182.07999999999,36.31578947368421,7590,209.0
L,300.3,310.4,1742,25.9,7,0,93213.12,67.25868725868726,12194,181.29999999999998
M,300.4,310.5,1500,43.0,9,0,93274.2,34.883720930232556,13500,387.0
L,300.4,310.5,2424,14.5,12,0,93274.2,167.17241379310346,29088,174.0
L,300.4,310.5,1818,25.1,14,0,93274.2,72.43027888446214,25452,351.40000000000003
M,300.4,310.6,1545,35.6,16,0,93304.24,43.39887640449438,24720,569.6
L,300.4,310.6,1429,46.9,19,0,93304.24,30.46908315565032,27151,891.1
M,300.4,310.6,1448,44.9,21,0,93304.24,32.24944320712695,30408,942.9
L,300.4,310.6,1384,48.7,24,0,93304.24,28.41889117043121,33216,1168.8000000000002
L,300.4,310.5,1578,32.8,26,0,93274.2,48.10975609756098,41028,852.8
L,300.5,310.5,1695,26.7,28,0,93305.25,63.48314606741573,47460,747.6
L,300.5,310.6,1543,36.2,30,0,93335.3,42.62430939226519,46290,1086.0
M,300.4,310.5,1540,33.4,32,0,93274.2,46.10778443113772,49280,1068.8
L,300.2,310.4,1808,25.8,35,0,93182.07999999999,70.07751937984496,63280,903.0
M,300.3,310.4,1293,49.7,37,0,93213.12,26.01609657947686,47841,1838.9
L,300.2,310.3,1202,59.5,40,0,93152.06,20.201680672268907,48080,2380.0
M,300.2,310.3,1704,29.2,42,0,93152.06,58.35616438356165,71568,1226.3999999999999
M,300.2,310.3,1478,38.1,45,0,93152.06,38.79265091863517,66510,1714.5
L,300.2,310.3,1514,38.7,48,0,93152.06,39.121447028423766,72672,1857.6000000000001
M,300.1,310.3,1350,48.8,50,0,93121.03000000001,27.66393442622951,67500,2440.0
L,300.1,310.2,1475,54.2,53,0,93091.02,27.214022140221402,78175,2872.6000000000004
H,300.0,310.1,1714,28.7,55,0,93030.0,59.721254355400696,94270,1578.5
L,300.0,310.1,1465,40.9,60,0,93030.0,35.81907090464548,87900,2454.0
L,299.9,310.2,1288,69.6,62,1,93028.98,18.505747126436784,79856,4315.2
L,300.0,310.2,1675,29.7,64,0,93060.0,56.3973063973064,107200,1900.8
L,300.0,310.2,1486,36.4,66,0,93060.0,40.824175824175825,98076,2402.4
M,300.0,310.2,1443,58.7,68,0,93060.0,24.582623509369675,98124,3991.6000000000004
M,300.1,310.3,1345,57.1,71,0,93121.03000000001,23.555166374781084,95495,4054.1
M,300.2,310.4,1202,61.7,74,0,93182.07999999999,19.481361426256075,88948,4565.8
M,300.1,310.4,1480,37.1,77,0,93151.04,39.892183288409704,113960,2856.7000000000003
M,300.2,310.4,1530,35.7,80,0,93182.07999999999,42.857142857142854,122400,2856.0
M,300.2,310.6,1983,20.8,83,0,93242.12000000001,95.33653846153845,164589,1726.4
L,300.3,310.6,1433,53.8,86,0,93273.18000000001,26.63568773234201,123238,4626.8
L,300.3,310.6,1806,24.4,88,0,93273.18000000001,74.01639344262296,158928,2147.2
L,300.2,310.5,1416,46.7,90,0,93212.09999999999,30.32119914346895,127440,4203.0
M,300.1,310.4,1556,38.1,92,0,93151.04,40.83989501312336,143152,3505.2000000000003
L,300.1,310.5,1627,29.2,95,0,93181.05,55.71917808219178,154565,2774.0
L,300.1,310.6,1809,24.3,97,0,93211.06000000001,74.44444444444444,175473,2357.1
M,300.1,310.5,1329,57.4,99,0,93181.05,23.153310104529616,131571,5682.599999999999
H,300.0,310.4,1881,21.9,102,0,93120.0,85.89041095890411,191862,2233.7999999999997
L,300.1,310.5,1500,39.8,107,0,93181.05,37.68844221105528,160500,4258.599999999999
L,300.1,310.5,1532,36.0,109,0,93181.05,42.55555555555556,166988,3924.0
L,300.1,310.5,1492,50.9,111,0,93181.05,29.31237721021611,165612,5649.9
L,300.2,310.6,1431,42.3,113,0,93242.12000000001,33.829787234042556,161703,4779.9
L,300.1,310.4,1554,39.4,115,0,93151.04,39.441624365482234,178710,4531.0
L,300.1,310.5,1494,44.2,117,0,93181.05,33.800904977375566,174798,5171.400000000001
L,300.1,310.6,1374,45.4,119,0,93211.06000000001,30.26431718061674,163506,5402.599999999999
L,300.1,310.5,1394,44.3,121,0,93181.05,31.467268623024832,168674,5360.299999999999
M,300.0,310.5,1790,25.7,123,0,93150.0,69.64980544747083,220170,3161.1
L,300.1,310.5,1356,45.8,126,0,93181.05,29.60698689956332,170856,5770.799999999999
